# VSS hardware run — 2026-04-20T12:59:15
# mu=0.001  mu_omega=0.0  control_fs=800.0  log_hz=100.0
# cancel_dur=240.0s  actual_dur=240.01s  n_samples=24001
# F_init_hz=[8.499999966281907]  max_amp_per_tone=9.0mm  max_total_amp=60.0mm
# dir_invert=True  simulate=False
# NOTE: C_mm, S_mm, f_hz, A_mm are tone 1 only
t_s,e_m_s2,C_mm,S_mm,f_hz,A_mm
3.939189,-0.289532,0.093420,-0.210532,8.502288,0.230328
3.949189,-0.308674,0.091158,-0.211077,8.502288,0.229920
3.959189,-0.181855,0.089544,-0.212562,8.502288,0.230653
3.969188,0.110070,0.089202,-0.213366,8.502288,0.231262
3.979189,-0.045464,0.089114,-0.212804,8.502288,0.230709
3.989695,-0.411565,0.089987,-0.213450,8.502288,0.231643
3.999189,-0.375673,0.093078,-0.214214,8.502288,0.233561
4.009189,-0.177069,0.095569,-0.213535,8.502493,0.233946
4.019189,0.095713,0.096381,-0.212739,8.502493,0.233554
4.029190,0.404387,0.096235,-0.213789,8.502493,0.234450
4.039189,0.133998,0.097123,-0.216586,8.502493,0.237366
4.049189,-0.251246,0.097585,-0.217099,8.502493,0.238023
4.059189,-0.337388,0.095542,-0.216761,8.502493,0.236883
4.069189,-0.313460,0.093066,-0.217688,8.502493,0.236748
4.079189,-0.059821,0.091623,-0.219392,8.502493,0.237756
4.089189,0.114855,0.091540,-0.219686,8.502493,0.237995
4.099189,0.114855,0.091193,-0.218847,8.502493,0.237087
4.109189,-0.210568,0.092524,-0.219847,8.502493,0.238524
4.119189,-0.445065,0.096022,-0.220234,8.502493,0.240256
4.129189,-0.301496,0.098195,-0.219253,8.502493,0.240237
4.139189,-0.138784,0.098825,-0.218355,8.502493,0.239678
4.149189,0.311067,0.098633,-0.220807,8.502493,0.241835
4.159190,0.363709,0.099900,-0.223389,8.502493,0.244709
4.169189,-0.069392,0.099441,-0.223088,8.502493,0.244247
4.179189,-0.320638,0.097150,-0.223040,8.502493,0.243280
4.189189,-0.361316,0.094666,-0.224369,8.502493,0.243522
4.199188,-0.222533,0.093650,-0.225969,8.502493,0.244606
4.209189,0.088534,0.093584,-0.225570,8.502493,0.244213
4.219189,0.023928,0.093472,-0.225344,8.502493,0.243961
4.229189,-0.421137,0.096041,-0.226686,8.502493,0.246192
4.239189,-0.409173,0.099288,-0.226632,8.502493,0.247427
4.249189,-0.241675,0.101074,-0.225578,8.502493,0.247187
4.259189,0.040678,0.101281,-0.225425,8.502493,0.247133
4.269356,0.411565,0.101554,-0.227943,8.502493,0.249541
4.279189,0.215354,0.102638,-0.229727,8.502493,0.251613
4.289189,-0.200997,0.101870,-0.229538,8.502493,0.251128
4.299189,-0.351745,0.099398,-0.229799,8.502493,0.250375
4.309192,-0.361316,0.097082,-0.231441,8.502493,0.250978
4.319189,-0.090927,0.096474,-0.232536,8.502493,0.251755
4.329189,0.124427,0.096325,-0.231988,8.502493,0.251191
4.339189,-0.148355,0.096655,-0.232199,8.502493,0.251512
4.349189,-0.437887,0.099122,-0.233055,8.502493,0.253258
4.359191,-0.332602,0.102039,-0.232681,8.502493,0.254072
4.369188,-0.174676,0.103526,-0.231582,8.502493,0.253669
4.379189,0.217747,0.103513,-0.232177,8.502493,0.254207
4.389189,0.440279,0.104118,-0.234937,8.502493,0.256975
4.399189,0.016750,0.104862,-0.236123,8.502493,0.258361
4.409189,-0.270389,0.103594,-0.235846,8.502493,0.257595
4.419189,-0.387637,0.101062,-0.236446,8.502493,0.257139
4.429189,-0.303888,0.099019,-0.238263,8.502493,0.258019
4.439189,0.059821,0.098555,-0.239131,8.502493,0.258644
4.449189,0.081356,0.098410,-0.238592,8.502493,0.258090
4.459189,-0.315853,0.099210,-0.239106,8.502493,0.258871
4.469189,-0.433101,0.102086,-0.239812,8.502493,0.260636
4.479761,-0.265603,0.104770,-0.239154,8.502493,0.261097
4.489189,-0.026321,0.105660,-0.238409,8.502493,0.260774
4.499189,0.361316,0.105635,-0.239365,8.502493,0.261638
4.509189,0.263210,0.106358,-0.241829,8.502493,0.264184
4.519192,-0.136391,0.106895,-0.242579,8.502493,0.265087
4.529219,-0.263210,0.105458,-0.242355,8.502493,0.264305
4.539189,-0.449851,0.103003,-0.243311,8.502493,0.264216
4.549190,-0.177069,0.101127,-0.245328,8.502493,0.265353
4.559189,0.117248,0.100895,-0.245827,8.502493,0.265726
4.569190,-0.038285,0.100728,-0.245224,8.502493,0.265105
4.579189,-0.392423,0.101598,-0.245731,8.502493,0.265905
4.589200,-0.303888,0.104496,-0.246157,8.502493,0.267419
4.599189,-0.234497,0.106594,-0.245300,8.502493,0.267459
4.609189,0.107677,0.107407,-0.244429,8.502493,0.266986
4.619188,0.416351,0.107381,-0.245890,8.502493,0.268314
4.629189,0.098106,0.108383,-0.248366,8.502493,0.270985
4.639189,-0.282353,0.108322,-0.248508,8.502493,0.271090
4.649189,-0.284746,0.106093,-0.248351,8.502493,0.270063
4.659189,-0.361316,0.104021,-0.249408,8.502493,0.270231
4.669189,-0.040678,0.102579,-0.251506,8.502493,0.271621
4.679189,0.076570,0.102544,-0.251713,8.502493,0.271799
4.689189,-0.229711,0.102460,-0.251409,8.502493,0.271486
4.699189,-0.399601,0.104179,-0.252395,8.502493,0.273051
4.709189,-0.253639,0.107197,-0.252449,8.502493,0.274265
4.719189,-0.131605,0.108841,-0.251523,8.502493,0.274062
4.729189,-0.131605,0.109348,-0.250614,8.502493,0.273431
4.739189,0.323031,0.109413,-0.253168,8.502493,0.275799
4.749191,0.311067,0.110718,-0.255252,8.502493,0.278230
4.759189,-0.102891,0.109995,-0.254879,8.502493,0.277601
4.769189,-0.258425,0.107955,-0.254995,8.502493,0.276906
4.779188,-0.370888,0.105521,-0.256630,8.502493,0.277478
4.789188,-0.260818,0.104633,-0.258492,8.502493,0.278866
4.799189,0.086142,0.104572,-0.257813,8.502493,0.278214
4.809399,0.033500,0.104418,-0.257598,8.502493,0.277957
4.819189,-0.366102,0.106750,-0.258520,8.502493,0.279693
4.829189,-0.318245,0.109295,-0.258222,8.502493,0.280399
4.839189,-0.263210,0.110996,-0.256931,8.502493,0.279881
4.849190,0.035892,0.111063,-0.256950,8.502493,0.279926
4.859190,0.397209,0.111570,-0.259694,8.502493,0.282646
4.869189,0.167498,0.112511,-0.260924,8.502493,0.284148
4.879189,-0.160319,0.111593,-0.260671,8.502493,0.283553
4.889189,-0.323031,0.109245,-0.261148,8.502493,0.283077
4.899189,-0.346959,0.107222,-0.262931,8.502493,0.283953
4.909189,-0.131605,0.106684,-0.264293,8.502493,0.285013
4.919189,0.105284,0.106513,-0.263954,8.502493,0.284634
4.929189,-0.186640,0.107215,-0.264536,8.502493,0.285437
4.939189,-0.366102,0.109675,-0.265184,8.502493,0.286969
4.949189,-0.289532,0.112047,-0.264613,8.502493,0.287358
4.959189,-0.165105,0.113180,-0.263556,8.502493,0.286830
4.969189,0.205783,0.113097,-0.264465,8.502493,0.287632
4.979189,0.387637,0.113883,-0.266869,8.502493,0.290152
4.989189,0.023928,0.114678,-0.267867,8.502493,0.291383
4.999189,-0.275175,0.113385,-0.267728,8.502493,0.290748
5.009191,-0.344566,0.110998,-0.268535,8.509974,0.290571
5.019189,-0.291924,0.109347,-0.270364,8.509974,0.291639
5.029189,-0.009571,0.109038,-0.271231,8.509974,0.292328
5.039189,0.064606,0.108904,-0.270969,8.509974,0.292035
5.049189,-0.334995,0.109864,-0.271486,8.509974,0.292873
5.059189,-0.356531,0.112566,-0.271899,8.509974,0.294279
5.069190,-0.224925,0.114604,-0.271158,8.509974,0.294382
5.079189,-0.031107,0.115304,-0.270420,8.509974,0.293976
5.089189,0.361316,0.115351,-0.271741,8.509974,0.295210
5.099189,0.232104,0.116228,-0.273918,8.509974,0.297556
5.109190,-0.160319,0.116337,-0.274253,8.509974,0.297907
5.120319,-0.318245,0.114445,-0.274168,8.509974,0.297095
5.129189,-0.356531,0.112080,-0.275318,8.509974,0.297258
5.139189,-0.165105,0.110746,-0.277137,8.509974,0.298445
5.149190,0.031107,0.110608,-0.277856,8.509974,0.299062
5.159190,-0.129212,0.110784,-0.278021,8.509974,0.299281
5.169538,-0.373280,0.112327,-0.278840,8.509974,0.300614
5.179189,-0.263210,0.114952,-0.278954,8.509974,0.301710
5.189189,-0.138784,0.116476,-0.278168,8.509974,0.301569
5.199189,0.148355,0.116724,-0.278024,8.509974,0.301533
5.209190,0.332602,0.116814,-0.279557,8.509974,0.302981
5.219348,0.031107,0.117769,-0.281363,8.509974,0.305016
5.229191,-0.215354,0.117514,-0.281338,8.509974,0.304894
5.239189,-0.320638,0.115609,-0.281463,8.509974,0.304281
5.249189,-0.294317,0.113524,-0.282813,8.509974,0.304747
5.259189,-0.031107,0.112630,-0.284392,8.509974,0.305883
5.269189,0.047856,0.112606,-0.284485,8.509974,0.305961
5.279189,-0.299103,0.112892,-0.284653,8.509974,0.306222
5.289189,-0.363709,0.115111,-0.285638,8.509974,0.307960
5.299189,-0.241675,0.117854,-0.285362,8.509974,0.308741
5.309190,-0.081356,0.119278,-0.284336,8.509974,0.308341
5.319189,0.303888,0.119463,-0.284122,8.509974,0.308215
5.329189,0.299103,0.119806,-0.286495,8.509974,0.310537
5.339189,-0.119641,0.120959,-0.288080,8.509974,0.312444
5.349189,-0.270389,0.119923,-0.287730,8.509974,0.311722
5.359190,-0.387637,0.117712,-0.288154,8.509974,0.311270
5.369190,-0.387637,0.115391,-0.290156,8.509974,0.312259
5.379189,-0.263210,0.114728,-0.292129,8.509974,0.313850
5.389189,0.083749,0.114590,-0.291481,8.509974,0.313197
5.399189,-0.045464,0.114834,-0.291746,8.509974,0.313532
5.409189,-0.337388,0.117389,-0.292511,8.509974,0.315187
5.419820,-0.318245,0.119831,-0.291903,8.509974,0.315542
5.429189,-0.212961,0.121030,-0.290721,8.509974,0.314908
5.439189,0.093320,0.120842,-0.291434,8.509974,0.315494
5.449189,0.370888,0.121644,-0.294255,8.509974,0.318407
5.459188,0.100499,0.122368,-0.295028,8.509974,0.319399
5.469191,-0.200997,0.121089,-0.294808,8.509974,0.318707
5.479189,-0.320638,0.118795,-0.295573,8.509974,0.318553
5.489189,-0.332602,0.117059,-0.297534,8.509974,0.319733
5.499189,-0.126820,0.116784,-0.298706,8.509974,0.320723
5.509189,0.078963,0.116596,-0.298322,8.509974,0.320298
5.519188,-0.212961,0.117717,-0.299164,8.509974,0.321491
5.529195,-0.342174,0.120147,-0.299498,8.509974,0.322699
5.539189,-0.267996,0.122263,-0.298692,8.509974,0.322746
5.549189,-0.224925,0.123417,-0.297230,8.509974,0.321834
5.559189,0.332602,0.123446,-0.298783,8.509974,0.323281
5.569190,0.349352,0.124541,-0.301283,8.509974,0.326010
5.579189,-0.011964,0.124954,-0.301759,8.509974,0.326607
5.589189,-0.275175,0.123291,-0.301712,8.509974,0.325931
5.599189,-0.358923,0.120891,-0.302890,8.509974,0.326124
5.609189,-0.287139,0.119475,-0.304929,8.509974,0.327500
5.619189,0.088534,0.119264,-0.305328,8.509974,0.327794
5.629189,-0.004786,0.119196,-0.305095,8.509974,0.327552
5.639416,-0.287139,0.120488,-0.305738,8.509974,0.328623
5.649189,-0.387637,0.123257,-0.305755,8.509974,0.329664
5.659189,-0.279960,0.125492,-0.304566,8.509974,0.329407
5.669189,0.011964,0.126003,-0.303975,8.509974,0.329056
5.679189,0.428315,0.126230,-0.306130,8.509974,0.331133
5.689189,0.198604,0.127407,-0.308314,8.509974,0.333602
5.699189,-0.196211,0.127316,-0.308504,8.509974,0.333742
5.709189,-0.306281,0.125334,-0.308646,8.509974,0.333123
5.719189,-0.334995,0.123217,-0.310041,8.509974,0.333628
5.729189,-0.153141,0.122275,-0.311728,8.509974,0.334851
5.739190,0.052642,0.122195,-0.312132,8.509974,0.335199
5.749194,-0.107677,0.122390,-0.312262,8.509974,0.335390
5.759188,-0.363709,0.124143,-0.312908,8.509974,0.336635
5.769192,-0.282353,0.126687,-0.312674,8.509974,0.337364
5.779189,-0.198604,0.128300,-0.311516,8.509974,0.336903
5.789327,0.186640,0.128643,-0.311190,8.509974,0.336732
5.799189,0.370888,0.129019,-0.313177,8.509974,0.338712
5.809189,0.069392,0.130181,-0.314863,8.509974,0.340714
5.819189,-0.224925,0.129829,-0.314888,8.509974,0.340602
5.829189,-0.397209,0.127592,-0.315371,8.509974,0.340204
5.839963,-0.368495,0.125265,-0.317352,8.509974,0.341180
5.849189,-0.035892,0.124415,-0.319452,8.509974,0.342825
5.859190,0.035892,0.124417,-0.319598,8.509974,0.342961
5.869189,-0.232104,0.124658,-0.319703,8.509974,0.343147
5.879189,-0.327817,0.126606,-0.320251,8.509974,0.344368
5.890042,-0.253639,0.128988,-0.319694,8.509974,0.344735
5.899189,-0.057428,0.130199,-0.318613,8.509974,0.344189
5.909189,0.349352,0.130268,-0.318986,8.509974,0.344560
5.919189,0.256032,0.130973,-0.321563,8.509974,0.347213
5.929190,-0.076570,0.132151,-0.322792,8.509974,0.348796
5.939190,-0.284746,0.131353,-0.322657,8.509974,0.348370
5.949189,-0.361316,0.129143,-0.323380,8.509974,0.348213
5.959189,-0.232104,0.127304,-0.325400,8.509974,0.349416
5.969189,0.038285,0.126941,-0.326931,8.509974,0.350710
5.979189,-0.052642,0.126889,-0.326722,8.509974,0.350497
5.989189,-0.301496,0.127432,-0.327099,8.509974,0.351045
5.999189,-0.301496,0.129785,-0.327478,8.509974,0.352258
6.009190,-0.318245,0.132127,-0.326556,8.504702,0.352273
6.019189,-0.215354,0.133172,-0.325213,8.504702,0.351423
6.029189,0.102891,0.133069,-0.326019,8.504702,0.352131
6.039189,0.378066,0.134253,-0.328764,8.504702,0.355120
6.049189,0.062213,0.134651,-0.329054,8.504702,0.355538
6.059189,-0.203390,0.133050,-0.328901,8.504702,0.354794
6.069189,-0.306281,0.130859,-0.329932,8.504702,0.354935
6.079189,-0.334995,0.129370,-0.332123,8.504702,0.356430
6.089189,-0.019143,0.129268,-0.332576,8.504702,0.356815
6.099189,0.016750,0.129217,-0.332493,8.504702,0.356719
6.109188,-0.205783,0.130436,-0.333204,8.504702,0.357825
6.119189,-0.327817,0.132909,-0.333250,8.504702,0.358776
6.129189,-0.241675,0.134665,-0.332304,8.504702,0.358554
6.139189,-0.105284,0.135182,-0.331489,8.504702,0.357993
6.149189,0.265603,0.135272,-0.333228,8.504702,0.359637
6.159189,0.258425,0.136318,-0.334991,8.504702,0.361665
6.169189,-0.090927,0.136221,-0.335096,8.504702,0.361726
6.179189,-0.222533,0.134722,-0.335200,8.504702,0.361261
6.189189,-0.313460,0.132803,-0.336470,8.504702,0.361730
6.199189,-0.215354,0.131914,-0.338143,8.504702,0.362963
6.209189,0.021535,0.131840,-0.338443,8.504702,0.363215
6.219189,-0.110070,0.132229,-0.338918,8.504702,0.363800
6.229189,-0.323031,0.134203,-0.339743,8.504702,0.365288
6.239189,-0.291924,0.136561,-0.339521,8.504702,0.365956
6.249189,-0.212961,0.138130,-0.338418,8.504702,0.365522
6.259191,0.110070,0.138311,-0.338404,8.504702,0.365578
6.269189,0.339781,0.138687,-0.340380,8.504702,0.367549
6.279189,0.083749,0.139463,-0.341574,8.504702,0.368948
6.289189,-0.208176,0.138680,-0.341425,8.504702,0.368515
6.299189,-0.275175,0.136734,-0.341780,8.504702,0.368117
6.309189,-0.342174,0.134834,-0.343418,8.504702,0.368939
6.319189,-0.071785,0.134254,-0.344662,8.504702,0.369886
6.329190,0.011964,0.134256,-0.344902,8.504702,0.370111
6.339189,-0.217747,0.134890,-0.345427,8.504702,0.370830
6.349189,-0.358923,0.137086,-0.346042,8.504702,0.372207
6.359190,-0.241675,0.139413,-0.345566,8.504702,0.372628
6.369189,-0.129212,0.140514,-0.344596,8.504702,0.372144
6.379189,0.303888,0.140549,-0.345323,8.504702,0.372830
6.389278,0.320638,0.141197,-0.347723,8.504702,0.375297
6.399189,-0.059821,0.142072,-0.348847,8.504702,0.376668
6.409189,-0.277567,0.140962,-0.348685,8.504702,0.376100
6.419189,-0.306281,0.138784,-0.349357,8.504702,0.375914
6.429190,-0.296710,0.137160,-0.351115,8.504702,0.376955
6.439189,0.009571,0.136712,-0.352493,8.504702,0.378076
6.449189,-0.064606,0.136793,-0.352617,8.504702,0.378221
6.459189,-0.301496,0.137787,-0.353318,8.504702,0.379235
6.469189,-0.308674,0.140155,-0.353738,8.504702,0.380492
6.479189,-0.181855,0.142226,-0.353018,8.504702,0.380592
6.489189,0.002393,0.142859,-0.352380,8.504702,0.380238
6.499189,0.404387,0.142901,-0.353201,8.504702,0.381014
6.509189,0.184247,0.143871,-0.355793,8.504702,0.383781
6.519190,-0.191426,0.144356,-0.356347,8.504702,0.384476
6.529206,-0.306281,0.142623,-0.356198,8.504702,0.383690
6.539190,-0.356531,0.140333,-0.357248,8.504702,0.383822
6.549189,-0.122034,0.138896,-0.359122,8.504702,0.385047
6.559189,0.093320,0.138786,-0.359871,8.504702,0.385706
6.569189,-0.160319,0.138623,-0.359404,8.504702,0.385211
6.579189,-0.413958,0.139920,-0.360188,8.504702,0.386410
6.589189,-0.272782,0.143051,-0.360370,8.504702,0.387724
6.599190,-0.232104,0.144927,-0.359388,8.504702,0.387510
6.609189,0.229711,0.145742,-0.358262,8.504702,0.386772
6.619189,0.334995,0.145737,-0.360181,8.504702,0.388548
6.629189,0.045464,0.146853,-0.362270,8.504702,0.390903
6.639189,0.045464,0.147165,-0.362448,8.504702,0.391185
6.649188,-0.263210,0.145084,-0.362483,8.504702,0.390440
6.659188,-0.279960,0.143199,-0.363642,8.504702,0.390822
6.669188,-0.279960,0.142166,-0.365600,8.504702,0.392269
6.679188,-0.014357,0.142172,-0.365714,8.504702,0.392377
6.689189,0.035892,0.142016,-0.365477,8.504702,0.392099
6.699189,-0.294317,0.144108,-0.366495,8.504702,0.393809
6.710151,-0.339781,0.146786,-0.366276,8.504702,0.394594
6.719189,-0.253639,0.148423,-0.365118,8.504702,0.394132
6.729190,-0.033500,0.148665,-0.364702,8.504702,0.393838
6.739189,0.392423,0.149068,-0.367361,8.504702,0.396454
6.749190,0.248854,0.150314,-0.369061,8.504702,0.398498
6.759189,-0.136391,0.149629,-0.368878,8.504702,0.398070
6.769188,-0.327817,0.147064,-0.369255,8.504702,0.397463
6.779188,-0.399601,0.144673,-0.371212,8.504702,0.398407
6.789189,-0.246461,0.143909,-0.373165,8.504702,0.399953
6.799189,0.114855,0.143728,-0.372632,8.504702,0.399390
6.809189,-0.100499,0.144036,-0.372858,8.504702,0.399712
6.819189,-0.361316,0.146293,-0.373506,8.504702,0.401134
6.829189,-0.313460,0.148813,-0.372987,8.504702,0.401577
6.839189,-0.193819,0.150144,-0.371824,8.504702,0.400994
6.849199,0.150748,0.150126,-0.372358,8.504702,0.401483
6.859190,0.425922,0.150913,-0.375078,8.504702,0.404299
6.869188,0.045464,0.151580,-0.375971,8.504702,0.405377
6.879188,-0.236889,0.150540,-0.375841,8.504702,0.404869
6.889189,-0.394816,0.148006,-0.376638,8.504702,0.404676
6.899189,-0.327817,0.146058,-0.378635,8.504702,0.405829
6.909189,-0.035892,0.145658,-0.379719,8.504702,0.406698
6.919189,0.021535,0.145631,-0.379727,8.504702,0.406696
6.929189,-0.256032,0.146622,-0.380427,8.504702,0.407704
6.939189,-0.399601,0.149319,-0.380885,8.504702,0.409108
6.949189,-0.236889,0.151565,-0.380177,8.504702,0.409275
6.959189,-0.107677,0.152492,-0.379176,8.504702,0.408691
6.969190,0.327817,0.152495,-0.380499,8.504702,0.409920
6.979189,0.320638,0.153424,-0.382889,8.504702,0.412483
6.989189,-0.083749,0.154029,-0.383635,8.504702,0.413401
6.999189,-0.330210,0.152389,-0.383553,8.504702,0.412717
7.009190,-0.368495,0.149858,-0.384659,8.501704,0.412819
7.020025,-0.174676,0.148506,-0.386330,8.501704,0.413890
7.029189,0.119641,0.148329,-0.386532,8.501704,0.414015
7.039189,-0.112463,0.148324,-0.386247,8.501704,0.413747
7.049189,-0.375673,0.149773,-0.387080,8.501704,0.415046
7.059189,-0.351745,0.152665,-0.387284,8.501704,0.416288
7.069190,-0.277567,0.154969,-0.386161,8.501704,0.416096
7.079189,0.117248,0.155688,-0.385401,8.501704,0.415659
7.089189,0.370888,0.155756,-0.387080,8.501704,0.417242
7.099189,0.165105,0.156780,-0.389170,8.501704,0.419563
7.109189,-0.239282,0.156773,-0.389399,8.501704,0.419773
7.119653,-0.325424,0.154712,-0.389428,8.501704,0.419035
7.129189,-0.351745,0.152455,-0.390767,8.501704,0.419454
7.139189,-0.071785,0.151277,-0.392667,8.501704,0.420799
7.149189,0.057428,0.151234,-0.392983,8.501704,0.421079
7.159189,-0.227318,0.151385,-0.393010,8.501704,0.421159
7.169193,-0.320638,0.153165,-0.393880,8.501704,0.422612
7.179189,-0.277567,0.155612,-0.393748,8.501704,0.423383
7.189189,-0.105284,0.157189,-0.392764,8.501704,0.423051
7.199189,0.229711,0.157475,-0.392340,8.501704,0.422763
7.209189,0.358923,0.157684,-0.394270,8.501704,0.424633
7.219190,-0.028714,0.159055,-0.396316,8.501704,0.427042
7.229189,-0.239282,0.158639,-0.396189,8.501704,0.426769
7.239189,-0.406780,0.156605,-0.396482,8.501704,0.426290
7.249189,-0.313460,0.154119,-0.398377,8.501704,0.427150
7.259190,-0.004786,0.153249,-0.400375,8.501704,0.428702
7.269189,0.047856,0.153234,-0.400364,8.501704,0.428686
7.279189,0.047856,0.152994,-0.400072,8.501704,0.428328
7.289189,-0.330210,0.155449,-0.400958,8.501704,0.430037
7.299189,-0.289532,0.157698,-0.400531,8.501704,0.430458
7.309188,-0.260818,0.159246,-0.399169,8.501704,0.429762
7.319189,-0.026321,0.159311,-0.398971,8.501704,0.429602
7.329189,0.401994,0.160002,-0.402073,8.501704,0.432740
7.339189,0.186640,0.161012,-0.403149,8.501704,0.434113
7.349189,-0.131605,0.160013,-0.402859,8.501704,0.433473
7.359195,-0.313460,0.157794,-0.403471,8.501704,0.433230
7.369189,-0.349352,0.155871,-0.405406,8.501704,0.434338
7.379189,-0.153141,0.155479,-0.406752,8.501704,0.435455
7.389191,0.098106,0.155275,-0.406258,8.501704,0.434921
7.399189,-0.167498,0.156094,-0.406943,8.501704,0.435853
7.409189,-0.342174,0.158577,-0.407456,8.501704,0.437226
7.419191,-0.270389,0.160682,-0.406788,8.501704,0.437373
7.429471,-0.160319,0.161610,-0.405773,8.501704,0.436772
7.439190,0.165105,0.161612,-0.406454,8.501704,0.437405
7.449189,0.375673,0.162559,-0.408831,8.501704,0.439964
7.459189,0.095713,0.163495,-0.409748,8.501704,0.441162
7.469189,-0.258425,0.162140,-0.409677,8.501704,0.440596
7.479703,-0.313460,0.159944,-0.410573,8.501704,0.440627
7.489189,-0.349352,0.158308,-0.412711,8.501704,0.442031
7.499189,-0.009571,0.158082,-0.413429,8.501704,0.442622
7.509189,-0.033500,0.158178,-0.413626,8.501704,0.442839
7.519189,-0.303888,0.159556,-0.414457,8.501704,0.444109
7.529202,-0.308674,0.161972,-0.414680,8.501704,0.445190
7.539189,-0.236889,0.163805,-0.413845,8.501704,0.445084
7.549189,-0.011964,0.164323,-0.413279,8.501704,0.444749
7.559189,0.399601,0.164409,-0.415232,8.501704,0.446596
7.569188,0.186640,0.165274,-0.417153,8.501704,0.448701
7.579189,-0.143569,0.165052,-0.417207,8.501704,0.448669
7.589200,-0.299103,0.163145,-0.417229,8.501704,0.447991
7.599188,-0.330210,0.160975,-0.418447,8.501704,0.448343
7.609189,-0.203390,0.159848,-0.420231,8.501704,0.449606
7.619189,0.110070,0.159683,-0.420601,8.501704,0.449893
7.629189,-0.090927,0.159736,-0.420481,8.501704,0.449800
7.639650,-0.370888,0.161650,-0.421368,8.501704,0.451311
7.649189,-0.277567,0.164214,-0.421329,8.501704,0.452200
7.659189,-0.157926,0.165699,-0.420456,8.501704,0.451929
7.669189,0.162712,0.165843,-0.420550,8.501704,0.452068
7.679190,0.346959,0.166055,-0.422371,8.501704,0.453840
7.689189,0.011964,0.166908,-0.423912,8.501704,0.455587
7.699189,-0.232104,0.166289,-0.423757,8.501704,0.455217
7.709189,-0.332602,0.164172,-0.424015,8.501704,0.454688
7.719189,-0.315853,0.162085,-0.425533,8.501704,0.455357
7.729189,-0.023928,0.161308,-0.426979,8.501704,0.456433
7.739190,0.045464,0.161272,-0.426967,8.501704,0.456410
7.749191,-0.282353,0.161548,-0.427110,8.501704,0.456641
7.759191,-0.349352,0.163759,-0.427946,8.501704,0.458209
7.769191,-0.191426,0.166191,-0.427614,8.501704,0.458774
7.779188,-0.078963,0.167212,-0.426820,8.501704,0.458405
7.789189,0.306281,0.167313,-0.426994,8.501704,0.458604
7.799189,0.267996,0.167748,-0.429300,8.501704,0.460910
7.809190,-0.138784,0.168506,-0.430395,8.501704,0.462206
7.819189,-0.260818,0.167218,-0.430035,8.501704,0.461402
7.829189,-0.272782,0.165197,-0.430499,8.501704,0.461107
7.839189,-0.241675,0.163649,-0.431958,8.501704,0.461918
7.849192,-0.007178,0.163136,-0.433561,8.501704,0.463237
7.859258,-0.059821,0.163175,-0.433662,8.501704,0.463346
7.869189,-0.387637,0.163791,-0.434165,8.501704,0.464034
7.879189,-0.205783,0.166582,-0.434909,8.501704,0.465721
7.889189,-0.157926,0.168101,-0.434471,8.501704,0.465857
7.899191,0.083749,0.168831,-0.433766,8.501704,0.465464
7.909391,0.373280,0.168696,-0.434703,8.501704,0.466288
7.919190,0.373280,0.169625,-0.437504,8.501704,0.469236
7.929189,0.021535,0.169753,-0.437616,8.501704,0.469387
7.939189,-0.205783,0.168153,-0.437321,8.501704,0.468535
